p,time
1,29.323488
1,25.375724
1,26.142816
1,23.987638
1,22.646729
2,13.394120
2,19.029524
2,12.620659
2,15.475565
2,12.908012
4,9.810054
4,7.814567
4,8.358692
4,11.019060
4,12.306237
8,5.849541
8,7.482439
8,9.925879
8,7.458465
8,7.806526
16,5.955840
16,3.600610
16,4.784334
16,4.436821
16,7.556429
